date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:02:02	1361/1361	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://safetyshoescheetah.blogspot.com/feeds/2434233559203603436/comments/default	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/feeds/2434233559203603436/comments/default	(from https://safetyshoescheetah.blogspot.com/2018/06/grosir-sepatu-safety-standard-sni.html)
13:02:03	156922/156922	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/2018/06/jual-sepatu-safety.html	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/2018/06/jual-sepatu-safety.html	(from https://safetyshoescheetah.blogspot.com/2018/06/grosir-sepatu-safety-standard-sni.html)
13:02:04	123775/123775	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/search?updated-max=2018-06-01T22:45:00-07:00&max-results=1&start=1&by-date=false	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/search01e2.html	(from https://safetyshoescheetah.blogspot.com/search?updated-max=2018-06-01T22:49:00-07:00&max-results=1)
13:02:05	234773/234773	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/search	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/search.html	(from https://safetyshoescheetah.blogspot.com/search/label/)
13:02:06	120259/120259	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/2012/01/cheetah-safety-shoes-surabaya-jawa.html	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/2012/01/cheetah-safety-shoes-surabaya-jawa.html	(from https://safetyshoescheetah.blogspot.com/search/label/)
13:02:06	796/796	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2020%20Oct%202024%2006:02:07%20GMT	https://www.zonasafety.com/images/cheetah_logo.jpg	C:/My%20Web%20Sites/blogspot/www.zonasafety.com/images/cheetah_logo.31.delayed	(from https://safetyshoescheetah.blogspot.com/search/label/)
13:02:06	796/796	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2020%20Oct%202024%2006:02:08%20GMT	https://www.zonasafety.com/images/CHEETAHLOGO.jpg	C:/My%20Web%20Sites/blogspot/www.zonasafety.com/images/CHEETAHLOGO.jpg	(from https://safetyshoescheetah.blogspot.com/search/label/)
13:02:07	120405/120405	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/2012/01/cheetah-5103-bh-comfy-series.html	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/2012/01/cheetah-5103-bh-comfy-series.html	(from https://safetyshoescheetah.blogspot.com/search/label/)
13:02:07	120500/120500	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/2012/01/cheetah-5101-ha-comfy-series.html	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/2012/01/cheetah-5101-ha-comfy-series.html	(from https://safetyshoescheetah.blogspot.com/search/label/)
13:02:08	120500/120500	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/2012/01/cheetah-5002-hh-comfy-series.html	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/2012/01/cheetah-5002-hh-comfy-series.html	(from https://safetyshoescheetah.blogspot.com/search/label/)
13:02:09	120499/120499	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/2012/01/cheetah-5001-cb-comfy-series.html	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/2012/01/cheetah-5001-cb-comfy-series.html	(from https://safetyshoescheetah.blogspot.com/search/label/)
13:02:09	120836/120836	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/2012/01/cheetah-3288-c-polyurethane.html	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/2012/01/cheetah-3288-c-polyurethane.html	(from https://safetyshoescheetah.blogspot.com/search/label/)
13:02:10	236214/236214	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/search?updated-max=2012-01-20T02:01:00-08:00&max-results=20&start=8&by-date=false	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/search2f30.html	(from https://safetyshoescheetah.blogspot.com/search/label/)
13:02:12	1361/1361	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://safetyshoescheetah.blogspot.com/feeds/6472246754499788523/comments/default	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/feeds/6472246754499788523/comments/default	(from https://safetyshoescheetah.blogspot.com/2012/01/cheetah-3288-h-polyurethane.html)
13:02:12	121492/121492	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/2012/01/cheetah-3112-c-polyurethane.html	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/2012/01/cheetah-3112-c-polyurethane.html	(from https://safetyshoescheetah.blogspot.com/2012/01/cheetah-3288-h-polyurethane.html)
13:02:13	1361/1361	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://safetyshoescheetah.blogspot.com/feeds/9071856958278679773/comments/default	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/feeds/9071856958278679773/comments/default	(from https://safetyshoescheetah.blogspot.com/2018/06/jual-sepatu-safety.html)
13:02:14	161157/161157	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/search?updated-max=2018-06-01T22:49:00-07:00&max-results=1&reverse-paginate=true	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/search6773.html	(from https://safetyshoescheetah.blogspot.com/search?updated-max=2018-06-01T22:45:00-07:00&max-results=1&start=1&by-date=false)
13:02:14	124868/124868	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2002:53:01%20GMT	https://safetyshoescheetah.blogspot.com/search?updated-max=2012-01-20T02:06:00-08:00&max-results=1&start=2&by-date=false	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/searcha351.html	(from https://safetyshoescheetah.blogspot.com/search?updated-max=2018-06-01T22:45:00-07:00&max-results=1&start=1&by-date=false)
13:02:16	1361/1361	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://safetyshoescheetah.blogspot.com/feeds/1667539793333816711/comments/default	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/feeds/1667539793333816711/comments/default	(from https://safetyshoescheetah.blogspot.com/2012/01/cheetah-safety-shoes-surabaya-jawa.html)
13:02:17	1361/1361	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://safetyshoescheetah.blogspot.com/feeds/6627099573884238299/comments/default	C:/My%20Web%20Sites/blogspot/safetyshoescheetah.blogspot.com/feeds/6627099573884238299/comments/default	(from https://safetyshoescheetah.blogspot.com/2012/01/cheetah-5103-bh-comfy-series.html)
